"","X","ID","Strain.x","ident","Age","Weight.x","mediantemps","Date.x","Clutch","shh_R2_spot","shh_M1_spot","shh_M2_spot","cap_transition","M1_spot_split_LR","shboob","Total_state","stateord","Symmetry","groupwt","nid.x","Age.dpc.","Date.y","Strain.y","Weight.y","Litter","Weekday","indata","age","poids","portee","agerel","poidscor","agecor","agepreditsanscor","poidscor2","agecor2","dev01","dev.inf","dev.sup","sd","dev05","dev15","nid.y"
"121",121,"shh_14.5_09_246_FL","FVB",420,14.5,246,15.987,"9/25/2014","FL",0,2,0,2,0,1,"0_2_2_1","325_0_2_2_1","Y",325,"246FL",14.5,"12/11/2014","FVB",246,"FL",5,TRUE,14.5,5.50533153593236,"FL",-0.5,5.50986283563798,14.8706234099174,14.860823455272,5.50727999480578,14.8650374357695,14.8708370797207,14.4614521332709,15.2688674505415,"001",14.8557139536992,14.8707335373545,"246FL"
"122",122,"shh_15.0_14_248_FAA","FVB",488,15,248,14.857,"12/11/14","FAA",0,2,0,2,1,1,"0_2_2_1","325_0_2_2_1","y",325,"248FAA",15,"5/27/2015","FVB",248,"FAA",4,TRUE,15,5.51342874616498,"FAA",0,5.62680157355938,15.1235297287166,14.8783354933602,5.56217906194457,14.9837690145635,14.930565101484,14.5235861403241,15.334194914178,"001",14.8832680393516,15.095379844331,"248FAA"
"123",123,"shh_15.0_15_249_FAA","FVB",489,15,249,15.103,"5/27/2015","FAA",0,2,0,2,1,1,"0_2_2_1","325_0_2_2_1","y",325,"249FAA",15,"5/27/2015","FVB",249,"FAA",4,TRUE,15,5.51745289646471,"FAA",0,5.6308257238591,15.1322328587203,14.8870386233639,5.5662032122443,14.9924721445672,14.9393135668406,14.5324218790377,15.3431311081012,"001",14.8919990107659,15.103910052717,"249FAA"
"124",124,"shh_15.0_05_256_FD","FVB",530,15,256,15.117,"5/27/2015","FD",0,2,0,2,1,1,"0_2_2_1","325_0_2_2_1","-",325,"256FD",15,"7/24/2014","FVB",256,"FD",5,TRUE,15,5.54517744447956,"FD",0,5.50593111588365,14.8621201817546,14.9469991933465,5.52830152318332,14.910501218362,14.9335710539563,14.5313503011266,15.3255567685555,"001",14.9339637442606,14.8694257438098,"256FD"
"125",125,"shh_15.5_18_257_DAC","DUHi",189,15.5,257,14.901,"7/24/2014","DAC",0,2,0,2,1,1,"0_2_2_1","325_0_2_2_1","y",325,"257DAC",15.5,"4/29/2015","DUHi",257,"DAC",4,TRUE,15.5,5.54907608489522,"DAC",0.5,5.43236034325986,14.9365573891485,15.154429445777,5.49888831599201,15.0607444614268,15.1014512747626,14.7552742962814,15.4502420981348,"001",15.1419936282521,14.9688018591405,"257DAC"
"126",126,"shh_15.0_16_257_FAA","FVB",490,15,257,15.022,"4/29/2015","FAA",0,2,0,2,1,1,"0_2_2_1","325_0_2_2_1","-",325,"257FAA",15,"5/27/2015","FVB",257,"FAA",4,TRUE,15,5.54907608489522,"FAA",0,5.66244891228962,15.2006251153566,14.9554308800003,5.59782640067481,15.0608644012035,15.0082968104427,14.6011118833177,15.412382754594,"001",14.9603165867793,15.1719320599781,"257FAA"
"127",127,"shh_15.0_17_258_FAA","FVB",491,15,258,15.184,"5/27/2015","FAA",0,2,0,2,1,1,"0_2_2_1","325_0_2_2_1","-",325,"258FAA",15,"5/27/2015","FVB",258,"FAA",4,TRUE,15,5.55295958492162,"FAA",0,5.66633241231601,15.2090240575138,14.9638298221575,5.60170990070121,15.0692633433607,15.0167637071907,14.6099189056384,15.4211690503897,"001",14.9687989347802,15.1802740700026,"258FAA"
"128",128,"shh_15.0_06_259_FD","FVB",531,15,259,15.172,"5/27/2015","FD",0,2,0,2,1,1,"0_2_2_1","325_0_2_2_1","Y",325,"259FD",15,"7/24/2014","FVB",259,"FD",5,TRUE,15,5.55682806169954,"FD",0,5.51758173310363,14.8873172615693,14.9721962731612,5.5399521404033,14.9356982981767,14.9587667389082,14.5565388838269,15.3505832324066,"001",14.9592677865409,14.8944425132931,"259FD"
"129",129,"shh_15.0_06_259_FD","FVB",532,15,259,15.172,"5/27/2015","FD",0,2,0,2,1,1,"0_2_2_1","325_0_2_2_1","Y",325,"259FD",15,"7/24/2014","FVB",259,"FD",5,TRUE,15,5.55682806169954,"FD",0,5.51758173310363,14.8873172615693,14.9721962731612,5.5399521404033,14.9356982981767,14.9587667389082,14.5565388838269,15.3505832324066,"001",14.9592677865409,14.8944425132931,"259FD"
"130",130,"shh_15.0_08_259_FD","FVB",531,15,259,14.909,"7/24/2014","FD",0,2,0,2,0,1,"0_2_2_1","325_0_2_2_1","y",325,"259FD",15,"7/24/2014","FVB",259,"FD",5,TRUE,15,5.55682806169954,"FD",0,5.51758173310363,14.8873172615693,14.9721962731612,5.5399521404033,14.9356982981767,14.9587667389082,14.5565388838269,15.3505832324066,"001",14.9592677865409,14.8944425132931,"259FD"
"131",131,"shh_15.0_08_259_FD","FVB",532,15,259,14.909,"7/24/2014","FD",0,2,0,2,0,1,"0_2_2_1","325_0_2_2_1","y",325,"259FD",15,"7/24/2014","FVB",259,"FD",5,TRUE,15,5.55682806169954,"FD",0,5.51758173310363,14.8873172615693,14.9721962731612,5.5399521404033,14.9356982981767,14.9587667389082,14.5565388838269,15.3505832324066,"001",14.9592677865409,14.8944425132931,"259FD"
"132",132,"shh_15.0_11_262_DK","DUHi",176,15,262,14.918,"7/24/2014","DK",0,2,0,2,1,1,"0_2_2_1","325_0_2_2_1","-",325,"262DK",15,"3/13/2014","DUHi",262,"DK",5,TRUE,15,5.5683445037611,"DK",0,5.45791532446908,14.9842606058281,15.1903976021497,5.52085995666553,15.1017586937314,15.1356046664669,14.7978200488322,15.4900936984556,"001",15.1775715109303,15.0125863456176,"262DK"
"133",133,"shh_14.5_11_263_DI","DUHi",142,14.5,263,15.004,"3/13/2014","DI",0,2,0,2,0,1,"0_2_2_1","325_0_2_2_1","Y",325,"263DI",14.5,"3/4/2014","DUHi",263,"DI",3,TRUE,14.5,5.57215403217776,"DI",-0.5,5.34637011674046,14.7760403308731,15.1975088090811,5.47506694853972,15.0162773634517,15.0940949046822,14.7512991299122,15.458434794126,"001",15.1740595706277,14.8271008611318,"263DI"
"134",134,"shh_15.0_02_265_DK","DUHi",177,15,265,14.785,"03/04/14","DK",0,2,0,2,1,1,"0_2_2_1","325_0_2_2_1","Y",325,"265DK",15,"3/13/2014","DUHi",265,"DK",5,TRUE,15,5.57972982598622,"DK",0,5.46930064669421,15.0055134679855,15.211650464307,5.53224527889066,15.1230115558887,15.1565141339173,14.8190779674418,15.5118683656832,"001",15.1987892875997,15.0338293295489,"265DK"
"135",135,"shh_16.5_02_271_DW","DUHi",242,16.5,271,15.018,"3/13/2014","DW",0,2,0,2,0,1,"0_2_2_1","325_0_2_2_1","-",325,"271DW",16.5,"9/25/2014","DUHi",271,"DW",5,TRUE,16.5,5.6021188208797,"DW",1.5,6.13441275785203,16.247071303425,15.2534437673777,5.8310052137778,15.6807036078781,15.4687541682157,15.0977330260082,15.8462166352106,"001",15.3088827530566,16.1052726666302,"271DW"
"136",136,"shh_15.0_03_273_FD","FVB",533,15,273,16.159,"9/25/2014","FD",0,2,0,2,0,1,"0_2_2_1","325_0_2_2_1","y",325,"273FD",15,"7/24/2014","FVB",273,"FD",5,TRUE,15,5.60947179518496,"FD",0,5.57022546658905,15.0011711741418,15.0860501857338,5.59259587388872,15.0495522107492,15.0731823510475,14.6713144273539,15.4662775986996,"001",15.0730374179898,15.0080743005174,"273FD"
"137",137,"shh_15.0_15_285_DK","DUHi",179,15,285,15.026,"7/24/2014","DK",0,2,0,2,0,1,"0_2_2_1","325_0_2_2_1","Y",325,"285DK",15,"3/13/2014","DUHi",285,"DK",5,TRUE,15,5.65248918026865,"DK",0,5.54206000097664,15.1413325951603,15.3474695914819,5.60500463317309,15.2588306830636,15.2915257302922,14.9538383281252,15.6504162121742,"001",15.334453719069,15.1693059784547,"285DK"
"138",138,"shh_15.0_07_285_FD","FVB",535,15,285,15.141,"3/13/2014","FD",0,2,0,2,1,1,"0_2_2_1","325_0_2_2_1","Y",325,"285FD",15,"7/24/2014","FVB",285,"FD",5,TRUE,15,5.65248918026865,"FD",0,5.61324285167274,15.0942059434515,15.1790849550434,5.63561325897241,15.1425869800589,15.1659197646251,14.7666206919381,15.562071445991,"001",15.1659952731438,15.1006848319176,"285FD"
"139",139,"shh_15.0_07_285_FD","FVB",536,15,285,15.141,"3/13/2014","FD",0,2,0,2,1,1,"0_2_2_1","325_0_2_2_1","Y",325,"285FD",15,"7/24/2014","FVB",285,"FD",5,TRUE,15,5.65248918026865,"FD",0,5.61324285167274,15.0942059434515,15.1790849550434,5.63561325897241,15.1425869800589,15.1659197646251,14.7666206919381,15.562071445991,"001",15.1659952731438,15.1006848319176,"285FD"
"140",140,"shh_15.5_07_290_DV","DUHi",224,15.5,290,15.105,"7/24/2014","DV",0,2,0,2,0,1,"0_2_2_1","325_0_2_2_1","y",325,"290DV",15.5,"10/23/2014","DUHi",290,"DV",5,TRUE,15.5,5.66988092298052,"DV",0.5,5.5857125724754,15.2228183947303,15.3799345760666,5.63368853226332,15.312374618092,15.3356298371534,14.9980896160235,15.6936384995725,"001",15.3711392133195,15.2444787467579,"290DV"
"141",141,"shh_14.5_26_290_FW","FVB",464,14.5,290,15.108,"7/24/2014","FW",0,2,0,2,1,1,"0_2_2_1","325_0_2_2_1","y",325,"290FW",14.5,"5/12/2015","FVB",290,"FW",3,TRUE,14.5,5.66988092298052,"FW",-0.5,5.23334190023711,14.2725847010496,15.216698509841,5.48216914320086,14.8107295720607,15.0289683303259,14.633788798435,15.4481464418879,"001",15.1625759777125,14.393810686086,"290FW"
"142",142,"shh_15.0_12_293_DK","DUHi",180,15,293,15.265,"10/23/2014","DK",0,2,0,2,1,1,"0_2_2_1","325_0_2_2_1","Y",325,"293DK",15,"3/13/2014","DUHi",293,"DK",5,TRUE,15,5.68017260901707,"DK",0,5.56974342972506,15.1930089626446,15.3991459589661,5.6326880619215,15.3105070505479,15.342839793322,15.0051419968353,15.7029440944776,"001",15.3862193328448,15.2209106763868,"293DK"
"143",143,"shh_15.0_03_294_DK","DUHi",181,15,294,14.353,"05/12/15","DK",0,2,0,2,1,1,"0_2_2_1","325_0_2_2_1","Y",325,"294DK",15,"3/13/2014","DUHi",294,"DK",5,TRUE,15,5.68357976733868,"DK",0,5.57315058804667,15.1993690695195,15.4055060658411,5.63609522024312,15.3168671574228,15.3490459470138,15.0112238113696,15.7091943597936,"001",15.3925807063653,15.2272980785499,"294DK"
"144",144,"shh_15.0_08_294_DK","DUHi",181,15,294,15.194,"3/13/2014","DK",0,2,0,2,0,1,"0_2_2_1","325_0_2_2_1","-",325,"294DK",15,"3/13/2014","DUHi",294,"DK",5,TRUE,15,5.68357976733868,"DK",0,5.57315058804667,15.1993690695195,15.4055060658411,5.63609522024312,15.3168671574228,15.3490459470138,15.0112238113696,15.7091943597936,"001",15.3925807063653,15.2272980785499,"294DK"
"145",145,"shh_14.5_16_310_FW","FVB",465,14.5,310,15.204,"3/13/2014","FW",0,2,0,2,1,1,"0_2_2_1","325_0_2_2_1","-",325,"310FW",14.5,"5/12/2015","FVB",310,"FW",3,TRUE,14.5,5.73657229747919,"FW",-0.5,5.30003327473579,14.4168197964502,15.3609336052416,5.54886051769953,14.9549646674613,15.1729295169137,14.7771752491215,15.5975387879994,"001",15.3071180241766,14.5373752688276,"310FW"
"146",146,"shh_14.5_17_325_FW","FVB",468,14.5,325,14.492,"05/12/15","FW",0,2,0,2,1,1,"0_2_2_1","325_0_2_2_1","-",325,"325FW",14.5,"5/12/2015","FVB",325,"FW",3,TRUE,14.5,5.78382518232974,"FW",-0.5,5.34728615958633,14.5190147865161,15.4631285953074,5.59611340255007,15.0571596575272,15.2751685646648,14.8809429881185,15.7037546020529,"001",15.4092738657554,14.6391327880481,"325FW"
"147",147,"shh_14.5_20_332_FS","FVB",456,14.5,332,14.585,"05/12/15","FS",0,2,0,2,1,1,"0_2_2_1","325_0_2_2_1","y",325,"332FS",14.5,"4/28/2015","FVB",332,"FS",3,TRUE,14.5,5.80513496891649,"FS",-0.5,5.28880165410678,14.3925288909904,15.509215801103,5.58311164354831,15.0290404297546,15.2852971566179,14.8784496801299,15.7253821069952,"001",15.4459976468764,14.5333078759921,"332FS"
"148",148,"shh_15.5_11_340_DV","DUHi",226,15.5,340,14.5,"4/28/2015","DV",0,2,0,2,1,1,"0_2_2_1","325_0_2_2_1","-",325,"340DV",15.5,"10/23/2014","DUHi",340,"DV",5,TRUE,15.5,5.82894561761021,"DV",0.5,5.74477726710509,15.5197427998738,15.6768589812101,5.79275322689301,15.6092990232355,15.6304727381918,15.2912675749115,15.9973761301206,"001",15.6676757066188,15.5398727887036,"340DV"
"149",149,"shh_14.5_18_340_FW","FVB",471,14.5,340,15.546,"10/23/2014","FW",0,2,0,2,1,1,"0_2_2_1","325_0_2_2_1","-",325,"340FW",14.5,"5/12/2015","FVB",340,"FW",3,TRUE,14.5,5.82894561761021,"FW",-0.5,5.3924065948668,14.6165978748257,15.5607116836171,5.64123383783054,15.1547427458368,15.3723629820861,14.9773870713766,15.8051388373923,"001",15.5068227885036,14.7365605278768,"340FW"
"150",150,"shh_14.5_21_344_FS","FVB",458,14.5,344,14.676,"05/12/15","FS",0,2,0,2,1,1,"0_2_2_1","325_0_2_2_1","y",325,"344FS",14.5,"4/28/2015","FVB",344,"FS",3,TRUE,14.5,5.8406416573734,"FS",-0.5,5.32430834256369,14.469320089784,15.5860069998965,5.61861833200522,15.1058316285481,15.3627542785584,14.9539086983479,15.8053998010591,"001",15.5229266711074,14.6102162251529,"344FS"
"151",151,"shh_14.5_19_349_FW","FVB",473,14.5,349,14.559,"4/28/2015","FW",0,2,0,2,2,1,"0_2_2_1","325_0_2_2_1","-",325,"349FW",14.5,"5/12/2015","FVB",349,"FW",3,TRUE,14.5,5.85507192220243,"FW",-0.5,5.41853289945902,14.6731018839821,15.6172156927734,5.66736014242276,15.2112467549931,15.4287772431978,15.0329618834179,15.8632500820992,"001",15.5632195029274,14.7928213486695,"349FW"
"152",152,"shh_15.5_17_353_DAC","DUHi",190,15.5,353,14.73,"05/12/15","DAC",0,2,0,2,1,1,"0_2_2_1","325_0_2_2_1","y",325,"353DAC",15.5,"4/29/2015","DUHi",353,"DAC",4,TRUE,15.5,5.8664680569333,"DAC",0.5,5.74975231529794,15.5290296704057,15.7469017270343,5.81628028803009,15.653216742684,15.6900466565942,15.3415073871012,16.0529991765598,"001",15.732596322811,15.5578033948594,"353DAC"
"153",153,"shh_14.5_22_353_FS","FVB",459,14.5,353,15.568,"4/29/2015","FS",0,2,0,2,2,1,"0_2_2_1","325_0_2_2_1","y",325,"353FS",14.5,"4/28/2015","FVB",353,"FS",3,TRUE,14.5,5.8664680569333,"FS",-0.5,5.35013474212359,14.5251754868631,15.6418623969756,5.64444473156512,15.1616870256272,15.4189206566058,15.0098371016821,15.8630935808182,"001",15.578559591534,14.6656378771984,"353FS"
"154",154,"shh_15.5_12_355_DV","DUHi",227,15.5,355,14.616,"4/28/2015","DV",0,2,0,2,1,1,"0_2_2_1","325_0_2_2_1","-",325,"355DV",15.5,"10/23/2014","DUHi",355,"DV",5,TRUE,15.5,5.87211778947542,"DV",0.5,5.7879494389703,15.6003318424623,15.7574480237986,5.83592539875821,15.689888065824,15.7103253400738,15.3719816301383,16.0813913554398,"001",15.7482975923344,15.6204291725731,"355DV"
"155",155,"shh_15.5_01_359_DN","DUHi",209,15.5,359,15.621,"10/23/2014","DN",0,2,0,2,0,1,"0_2_2_1","325_0_2_2_1","-",325,"359DN",15.5,"3/12/2014","DUHi",359,"DN",4,TRUE,15.5,5.88332238848828,"DN",0.5,5.65857116392765,15.3588227668942,15.778363531822,5.78667936192721,15.597961002903,15.68070650362,15.3324813304552,16.059471746511,"001",15.7516056907717,15.4096226969972,"359DN"
"156",156,"shh_14.5_24_359_FS","FVB",461,14.5,359,15.402,"03/12/14","FS",0,2,0,2,2,1,"0_2_2_1","325_0_2_2_1","y",325,"359FS",14.5,"4/28/2015","FVB",359,"FS",3,TRUE,14.5,5.88332238848828,"FS",-0.5,5.36698907367857,14.5616267691769,15.6783136792894,5.6612990631201,15.198138307941,15.4555943805263,15.0462197688721,15.9015093048798,"001",15.6149400748641,14.701906303621,"359FS"
"157",157,"shh_15.5_08_363_DV","DUHi",229,15.5,363,14.647,"4/28/2015","DV",0,2,0,2,1,1,"0_2_2_1","325_0_2_2_1","Y",325,"363DV",15.5,"10/23/2014","DUHi",363,"DV",5,TRUE,15.5,5.89440283426485,"DV",0.5,5.81023448375973,15.6419311029588,15.7990472842951,5.85821044354765,15.7314873263205,15.7516387836274,15.412198650566,16.1246855373034,"001",15.78996508446,15.6618953097931,"363DV"
"158",158,"shh_15.5_13_369_DU","DUHi",221,15.5,369,15.66,"10/23/2014","DU",0,2,0,2,1,1,"0_2_2_1","325_0_2_2_1","-",325,"369DU",15.5,"9/24/2014","DUHi",369,"DU",4,TRUE,15.5,5.91079664404053,"DU",0.5,6.04104433239165,16.0727814382004,15.8296494378843,5.96680315003151,15.9341961980202,15.8764943882493,15.5213214316539,16.2605343326674,"001",15.841435916794,16.0345317173601,"369DU"
"159",159,"shh_15.5_14_371_DU","DUHi",222,15.5,371,16.111,"9/24/2014","DU",0,2,0,2,2,1,"0_2_2_1","325_0_2_2_1","-",325,"371DU",15.5,"9/24/2014","DUHi",371,"DU",4,TRUE,15.5,5.91620206260743,"DU",0.5,6.04644975095856,16.0828716766173,15.8397396763013,5.97220856859842,15.9442864364372,15.8865280096579,15.531082971242,16.2712842668072,"001",15.851578063856,16.0446577149218,"371DU"
"160",160,"shh_14.5_25_373_FS","FVB",463,14.5,373,16.123,"9/24/2014","FS",0,2,0,2,2,1,"0_2_2_1","325_0_2_2_1","-",325,"373FS",14.5,"4/28/2015","FVB",373,"FS",3,TRUE,14.5,5.92157841964382,"FS",-0.5,5.40524510483411,14.6443640398486,15.7610509499611,5.69955509427564,15.2808755786128,15.5385906557578,15.1279715315118,15.9885840387483,"001",15.6975810632011,14.7845741378683,"373FS"
"161",161,"shh_15.5_15_399_DN","DUHi",212,15.5,399,14.721,"4/28/2015","DN",0,2,0,2,2,1,"0_2_2_1","325_0_2_2_1","Y",325,"399DN",15.5,"3/12/2014","DUHi",399,"DN",4,TRUE,15.5,5.98896141688986,"DN",0.5,5.76421019232924,15.5560180385483,15.9755588034761,5.8923183903288,15.7951562745572,15.8769098456104,15.5268523109705,16.2621024300275,"001",15.9480987932925,15.6060413072042,"399DN"
"162",162,"shh_16.0_04_424_DO","DUHi",235,16,424,15.583,"03/12/14","DO",0,2,1,2,2,1,"0_2_2_1","325_0_2_2_1","-",325,"424DO",16,"3/20/2014","DUHi",424,"DO",5,TRUE,16,6.04973345523196,"DO",1,5.98693028134976,15.9717673039644,16.0890013331091,6.02272809046261,16.0385907005769,16.0585753685697,15.6955532358393,16.4325957667736,"001",16.0835963305044,15.984927638205,"424DO"
"163",163,"shh_15.5_02_426_DN","DUHi",214,15.5,426,15.991,"3/20/2014","DN",0,2,0,2,1,1,"0_2_2_1","325_0_2_2_1","-",325,"426DN",15.5,"3/12/2014","DUHi",426,"DN",4,TRUE,15.5,6.05443934626937,"DN",0.5,5.82968812170875,15.6782450058606,16.0977857707884,5.9577963197083,15.9173832418694,15.9985050518057,15.645888513252,16.3893139563093,"001",16.0704042869631,15.7280232374226,"426DN"
"164",164,"shh_15.5_16_427_DN","DUHi",215,15.5,427,15.694,"03/12/14","DN",0,2,0,2,2,1,"0_2_2_1","325_0_2_2_1","y",325,"427DN",15.5,"3/12/2014","DUHi",427,"DN",4,TRUE,15.5,6.05678401322862,"DN",0.5,5.832032788668,15.6826217711997,16.1021625361275,5.96014098666756,15.9217600072086,16.0028110136868,15.6500537710875,16.3938157091451,"001",16.0748129370335,15.7324448546805,"427DN"
"165",165,"shh_15.5_16_427_DN","DUHi",216,15.5,427,15.694,"03/12/14","DN",0,2,0,2,2,1,"0_2_2_1","325_0_2_2_1","y",325,"427DN",15.5,"3/12/2014","DUHi",427,"DN",4,TRUE,15.5,6.05678401322862,"DN",0.5,5.832032788668,15.6826217711997,16.1021625361275,5.96014098666756,15.9217600072086,16.0028110136868,15.6500537710875,16.3938157091451,"001",16.0748129370335,15.7324448546805,"427DN"
"166",166,"shh_15.5_03_442_DN","DUHi",218,15.5,442,15.693,"03/12/14","DN",0,2,0,2,1,1,"0_2_2_1","325_0_2_2_1","-",325,"442DN",15.5,"3/12/2014","DUHi",442,"DN",4,TRUE,15.5,6.0913098820777,"DN",0.5,5.86655865751707,15.7470708501983,16.1666116151261,5.99466685551663,15.9862090862072,16.066460675715,15.7127959288168,16.4598879902119,"001",16.1391119020036,15.7966321208435,"442DN"
"167",167,"shh_16.0_07_452_DO","DUHi",236,16,452,15.691,"03/12/14","DO",0,2,0,2,2,1,"0_2_2_1","325_0_2_2_1","-",325,"452DO",16,"3/20/2014","DUHi",452,"DO",5,TRUE,16,6.11368217983223,"DO",1,6.05087900595004,16.0911397206772,16.2083737498218,6.08667681506289,16.1579631172896,16.1775000211026,15.8118672359302,16.5562745375882,"001",16.2029461063521,16.1034638404015,"452DO"
"168",168,"shh_16.0_01_455_DO","DUHi",237,16,455,15.751,"03/12/14","DO",0,2,0,2,2,1,"0_2_2_1","325_0_2_2_1","Y",325,"455DO",16,"3/20/2014","DUHi",455,"DO",5,TRUE,16,6.12029741895095,"DO",1,6.05749424506875,16.1034883184901,16.2207223476347,6.09329205418161,16.1703117151025,16.1898510725467,15.8238143423301,16.5691304735832,"001",16.2152278327364,16.1158311361133,"455DO"
"169",169,"shh_15.5_09_457_DV","DUHi",230,15.5,457,16.102,"3/20/2014","DV",0,2,0,2,2,1,"0_2_2_1","325_0_2_2_1","-",325,"457DV",15.5,"10/23/2014","DUHi",457,"DV",5,TRUE,15.5,6.12468339089421,"DV",0.5,6.04051504038909,16.0717934143439,16.2289095956803,6.088491000177,16.1613496377056,16.1793109119405,15.8281534491403,16.569390044082,"001",16.2201206450666,16.0904050459822,"457DV"
"170",170,"shh_16.0_05_476_DO","DUHi",238,16,476,16.113,"3/20/2014","DO",0,2,1,2,2,1,"0_2_2_1","325_0_2_2_1","Y",325,"476DO",16,"3/20/2014","DUHi",476,"DO",5,TRUE,16,6.16541785423142,"DO",1,6.10261468034922,16.1877141640598,16.3049481932044,6.13841248946208,16.2545375606722,16.2734730017753,15.9048271748478,16.6564719518428,"001",16.2992855670838,16.1995948591604,"476DO"
"171",171,"shh_16.0_06_481_DO","DUHi",239,16,481,16.06,"10/23/2014","DO",0,2,1,2,2,1,"0_2_2_1","325_0_2_2_1","-",325,"481DO",16,"3/20/2014","DUHi",481,"DO",5,TRUE,16,6.17586727010576,"DO",1,6.11306409622357,16.2072199796011,16.3244540087457,6.14886190533642,16.2740433762135,16.2928237328352,15.9235462629761,16.6767740449215,"001",16.3186555872665,16.219021923649,"481DO"
"172",172,"shh_15.5_05_483_DM","DUHi",206,15.5,483,16.196,"3/20/2014","DM",0,2,0,2,2,1,"0_2_2_1","325_0_2_2_1","Y",325,"483DM",15.5,"3/5/2014","DUHi",483,"DM",4,TRUE,15.5,6.18001665365257,"DM",0.5,5.83096000790682,15.6806192225506,16.3321996197012,6.0299222959819,16.0520200489264,16.1792413642875,15.8284438954545,16.5704844626155,"001",16.2943601651065,15.7646552414199,"483DM"
"173",173,"shh_13.5_05_67_DQ","DUHi",28,13.5,67,13.032,"3/20/2014","DQ",0,0,0,0,0,0,"0_0_0_0","097_0_0_0_0","Y",97,"67DQ",13.5,"7/30/2014","DUHi",67,"DQ",4,TRUE,13.5,4.20469261939097,"DQ",-1.5,4.31396247068026,12.8488557542723,12.6448828634323,4.25167865544536,12.7325912064935,12.6946649484803,12.2762610704139,13.0863898158173,"001",12.6630594613393,12.8297512385671,"67DQ"
"174",174,"shh_13.5_05_67_DQ","DUHi",28,13.5,67,13.032,"03/05/14","DQ",0,0,0,0,0,0,"0_0_0_0","097_0_0_0_0","Y",97,"67DQ",13.5,"7/30/2014","DUHi",67,"DQ",4,TRUE,13.5,4.20469261939097,"DQ",-1.5,4.31396247068026,12.8488557542723,12.6448828634323,4.25167865544536,12.7325912064935,12.6946649484803,12.2762610704139,13.0863898158173,"001",12.6630594613393,12.8297512385671,"67DQ"
"175",175,"shh_13.0_03_86_FX","FVB",269,13,86,12.862,"7/30/2014","FX",0,0,0,0,0,0,"0_0_0_0","097_0_0_0_0","y",97,"86FX",13,"5/12/2015","FVB",86,"FX",3,TRUE,13,4.45434729625351,"FX",-2,4.52964049175233,12.7506721516486,12.5878336838944,4.486723370318,12.6578542250287,12.6150774903372,12.1452840604176,13.0526051620279,"001",12.5883069395948,12.7399317648973,"86FX"
"176",176,"shh_13.0_04_87_FX","FVB",270,13,87,12.75,"05/12/15","FX",0,0,0,0,0,0,"0_0_0_0","097_0_0_0_0","-",97,"87FX",13,"5/12/2015","FVB",87,"FX",3,TRUE,13,4.46590811865458,"FX",-2,4.54120131415341,12.7756750299738,12.6128365622196,4.49828419271908,12.6828571033539,12.640305077673,12.172243529264,13.076537794088,"001",12.6133019045711,12.7648569407661,"87FX"
"177",177,"shh_13.5_11_88_FK","FVB",286,13.5,88,12.783,"05/12/15","FK",2,0,0,0,0,0,"2_0_0_0","123_2_0_0_0","-",123,"88FK",13.5,"12/10/2014","FVB",88,"FK",4,TRUE,13.5,4.47733681447821,"FK",-1.5,4.78721332084986,13.3077313194458,12.6375536871074,4.61058371221802,12.9257300690129,12.7657744688901,12.271075656088,13.2025474776131,"001",12.6681316707576,13.2294951543455,"88FK"
"178",178,"shh_13.5_07_88_FK","FVB",286,13.5,88,13.267,"12/10/14","FK",0,0,0,0,0,0,"0_0_0_0","097_0_0_0_0","Y",97,"88FK",13.5,"12/10/2014","FVB",88,"FK",4,TRUE,13.5,4.47733681447821,"FK",-1.5,4.78721332084986,13.3077313194458,12.6375536871074,4.61058371221802,12.9257300690129,12.7657744688901,12.271075656088,13.2025474776131,"001",12.6681316707576,13.2294951543455,"88FK"
"179",179,"shh_13.0_01_90_FX","FVB",271,13,90,12.852,"05/12/15","FX",0,0,0,0,0,0,"0_0_0_0","097_0_0_0_0","y",97,"90FX",13,"5/12/2015","FVB",90,"FX",3,TRUE,13,4.49980967033027,"FX",-2,4.57510286582909,12.8489947595029,12.6861562917487,4.53218574439476,12.756176832883,12.7135177661869,12.2513680340069,13.1460378183533,"001",12.686840828128,12.8381666052103,"90FX"
"180",180,"shh_14.0_12_91_DU","DUHi",80,14,91,13.452,"10/14/2014","DU",0,0,0,0,0,0,"0_0_0_0","097_0_0_0_0","Y",97,"91DU",14,"10/14/2014","DUHi",91,"DU",3,TRUE,14,4.51085950651685,"DU",-1,4.64110719486797,13.4595333961677,13.2164013958517,4.56686601250783,13.3209481559876,13.2789394591706,12.884355308393,13.64369985744,"001",13.2311819508547,13.4313667457677,"91DU"
"181",181,"shh_13.0_05_91_FX","FVB",272,13,91,12.87,"05/12/15","FX",0,0,0,0,0,0,"0_0_0_0","097_0_0_0_0","-",97,"91FX",13,"5/12/2015","FVB",91,"FX",3,TRUE,13,4.51085950651685,"FX",-2,4.58615270201567,12.8728925152249,12.7100540474707,4.54323558058134,12.780074588605,12.7374775377064,12.2766530900248,13.16835900255,"001",12.7106665695135,12.8619537377647,"91FX"
